Date,Open,High,Low,Close,Volume
11-11-2022,94.71,97.36,94.16,96.73,30569109
11-10-2022,92.34,94.55,91.65,94.17,42371219
11-09-2022,88.55,89.49,87.36,87.4,26743881
11-08-2022,89.16,90.41,87.65,88.91,30172000
11-07-2022,87.34,88.94,86.96,88.65,26899881
11-04-2022,85.51,86.73,83.88,86.7,40173281
11-03-2022,86.35,86.55,83.45,83.49,48510359
11-02-2022,90.91,91.3,87.01,87.07,43553551
11-01-2022,95.59,96.17,90.43,90.5,43220602
10/31/2022,95.78,96.35,94.38,94.66,29868711
10/28/2022,92.53,96.86,92.32,96.58,35696930
10/27/2022,94.31,95.17,91.9,92.6,54036488
10/26/2022,96.76,98.54,94.57,94.82,71671805
10/25/2022,103.3,105.1,103.02,104.93,29910170
10/24/2022,102.09,103.1,100.3,102.97,24680830
10/21/2022,98.46,101.62,98.23,101.48,28988730
10/20/2022,100.82,103,99.97,100.53,25125080
10/19/2022,100.7,101.66,99.64,100.29,21573689
10/18/2022,103.94,104.22,100.65,101.39,21610539
10/17/2022,99.52,101.77,99.51,100.78,23311600
10/14/2022,100.63,101.29,97.03,97.18,22624830
10/13/2022,95.93,100.53,95.27,99.71,32812219
10-12-2022,98.27,99.65,97.67,98.3,17343430
10-11-2022,98.25,100.12,97.25,98.05,21617730
10-10-2022,99.85,99.99,97.87,98.71,16529900
10-07-2022,100.65,101.42,99.21,99.57,24249910
10-06-2022,101.5,103.73,101.5,102.24,17156240
10-05-2022,100.69,102.74,99.74,102.22,18475520
10-04-2022,101.04,102.72,101.04,102.41,22580930
10-03-2022,97.22,99.97,97.02,99.3,24840029
09/30/2022,97.73,99.49,96.03,96.15,26277830
09/29/2022,99.3,99.3,96.52,98.09,21921520
09/28/2022,98.02,101.4,97.8,100.74,24617000
09/27/2022,99.91,100.46,97.34,98.09,24224990
09/26/2022,98.61,100.44,98.38,98.81,22437939
09/23/2022,100.06,100.11,98.01,99.17,25656961
09/22/2022,99.45,101.68,99.41,100.57,21272680
09/21/2022,102.24,103.49,99.99,100.01,26596760
09/20/2022,102.88,103.17,101.12,101.83,24001670
09/19/2022,102.54,104.02,102.37,103.85,19738600
09/16/2022,102.97,104.03,101.86,103.63,64540121
09/15/2022,105.01,106.21,103.31,103.9,26494930
09/14/2022,105.44,106.1,104.5,105.87,22115811
09/13/2022,108.89,109.37,105,105.31,33014988
09-12-2022,111.99,112.64,110.93,111.87,19732910
09-09-2022,110.05,112,110,111.78,21745029
09-08-2022,109.18,110.58,108.06,109.42,21660650
09-07-2022,107.76,110.99,107.62,110.48,22987180
09-06-2022,108.14,108.88,106.51,107.48,20565051
09-02-2022,111.34,111.68,108.13,108.68,20618080
09-01-2022,109.2,111.22,108.19,110.55,22784391
08/31/2022,111.63,111.77,109.05,109.15,25897980
08/30/2022,111.03,111.37,108.8,109.91,20548199
08/29/2022,110.78,111.96,109.81,110.34,20386141
08/26/2022,115.81,116.6,111.22,111.3,31698670
08/25/2022,115.15,117.78,115.05,117.7,14874670
08/24/2022,114.45,115.72,113.78,114.7,16051170
08/23/2022,114.32,115.93,114.3,114.77,14390690
08/22/2022,116.1,116.5,114.67,115.07,19316020
08/19/2022,119.87,120,117.67,118.12,20186980
08/18/2022,120.23,121.69,119.55,120.86,15652030
08/17/2022,120.93,122.15,120.2,120.32,17589160
08/16/2022,122.32,123.23,121.54,122.51,15626170
08/15/2022,122.21,123.26,121.57,122.88,15524950
08-12-2022,121.16,122.65,120.4,122.65,16121090
08-11-2022,122.08,122.34,119.55,119.82,16671631
08-10-2022,119.59,121.78,119.36,120.65,20497020
08-09-2022,117.99,118.2,116.56,117.5,15424260
08-08-2022,119.12,120.86,117.83,118.14,17061109
08-05-2022,116.93,118.86,116.71,118.22,15615660
08-04-2022,118.3,119.5,117.71,118.87,15757700
08-03-2022,116.34,119.42,116.15,118.78,25302820
08-02-2022,114.43,117.08,114.26,115.9,17911039
08-01-2022,115.53,117.12,114.69,115.48,22856199
07/29/2022,113.4,116.9,113.23,116.64,31336180
07/28/2022,112.8,114.7,111.85,114.59,23303840
07/27/2022,109.6,114.4,108.42,113.6,41474621
07/26/2022,107.43,107.74,104.76,105.44,36626633
07/25/2022,108.88,110.58,107.01,108.21,28289939
07/22/2022,111.81,113.18,107.6,108.36,44455301
07/21/2022,115.09,115.21,111.91,115.04,27267850
07/20/2022,114.06,116.33,113.26,114.7,26780090
07/19/2022,111.73,114.81,110.5,114.62,30992330
07/18/2022,113.44,114.8,109.3,109.91,33353988
07/15/2022,112.96,114,111.82,112.77,34330760
07/14/2022,110.83,111.99,109.33,111.44,32365540
07/13/2022,112.64,115.16,111.82,112.19,38958860
07-12-2022,116.84,117.85,114.62,114.85,24970160
07-11-2022,118.65,118.79,116.23,116.52,26830460
07-08-2022,117.55,120.44,117.51,120.17,29082200
07-07-2022,116.01,119.86,115.53,119.31,32183940
07-06-2022,114.09,116.35,112.25,115.21,28852680
07-05-2022,107.51,114.05,106.25,113.89,36429380
07-01-2022,108.34,109.81,107.11,109.08,31027880
06/30/2022,110.5,111.33,107.31,109.37,38046040
06/29/2022,112.15,113.66,111.55,112.26,18627860
06/28/2022,116.35,117.86,112.44,112.57,28316220
06/27/2022,118.94,119.25,116,116.62,32839300
06/24/2022,113.6,118.64,113.6,118.54,39122760
06/23/2022,112.95,113.2,111.03,112.68,24709720
06/22/2022,111.16,113.77,110.72,112.03,23921720
06/21/2022,109.7,112.67,109.29,112.02,39010280
06/17/2022,106.54,109.25,105.63,107.87,43516660
06/16/2022,108.15,109.29,105.79,106.64,35313240
06/15/2022,108.9,112.06,108.12,110.39,33192020
06/14/2022,106.89,108.46,106.35,107.19,25480940
06/13/2022,107.45,109.22,106.59,106.88,36756200
06-10-2022,112.78,113.5,110.86,111.43,31349740
06-09-2022,116.34,118.35,114.87,114.92,23141600
06-08-2022,116.88,118.65,116.7,117.24,22544260
06-07-2022,115.65,117.75,115.13,117.23,26413540
06-06-2022,116.74,119.4,116.53,117.01,23786720
06-03-2022,115.99,116.36,113.67,114.56,24952080
06-02-2022,114.19,117.9,113.31,117.75,27495400
06-01-2022,114.93,117.4,113.55,114.14,28629280
05/31/2022,113.08,116.43,112.57,114.04,51301920
05/27/2022,109.79,112.87,109.55,112.8,29924420
05/26/2022,106.05,108.96,105.49,108.3,30287480
05/25/2022,105.14,106.54,104.21,105.84,37899340
05/24/2022,106.38,106.4,102.21,105.93,60386380
05/23/2022,110.1,112.01,109.15,111.67,31558220
05/20/2022,112.09,112.55,106.37,109.31,37586020
05/19/2022,111.84,113.59,110.47,110.75,29191740
05/18/2022,115.24,115.7,112.14,112.4,27982760
05/17/2022,117.23,117.23,115.34,116.7,21576080
05/16/2022,115.38,116.61,114.34,114.79,23282380
05/13/2022,114.85,118.09,114,116.52,29737560
05-12-2022,111.94,114.86,110.11,113.16,41464880
05-11-2022,113.71,116.67,113.65,113.96,36501640
05-10-2022,116.04,116.69,113.38,114.58,31157780
05-09-2022,113.3,115.56,112.55,113.08,34520960
05-06-2022,115.52,117.5,114.14,115.66,35309480
05-05-2022,120.22,121.23,115.18,116.75,43089040
05-04-2022,118,123.14,115.74,122.58,33231460
05-03-2022,116.77,119.3,116.63,118.13,21215740
05-02-2022,113.91,117.34,113.4,117.16,30279640
04/29/2022,117.58,118.96,114.69,114.97,33693100
04/28/2022,117.12,120.44,115.14,119.41,36790940
04/27/2022,114.37,117.5,113.12,115.02,62238120
04/26/2022,122.75,122.75,119.16,119.51,49393040
04/25/2022,119.43,123.28,118.77,123.25,34521800
04/22/2022,125,125.45,119.14,119.61,46410300
04/21/2022,129.35,130.31,124.65,124.94,30157540
04/20/2022,131.28,131.92,127.89,128.25,22609380
04/19/2022,128.08,130.9,127.45,130.53,22719300
04/18/2022,127.41,128.71,126.58,127.96,14917200
04/14/2022,130.65,130.71,127.11,127.25,23483360
04/13/2022,128.63,130.66,128.44,130.29,19542960
04-12-2022,132.42,132.42,127.58,128.37,23003220
04-11-2022,132.9,132.94,129.62,129.8,24187340
04-08-2022,136.25,136.25,133.75,134.01,16434480
04-07-2022,136.62,137.7,134.86,136.47,19448540
04-06-2022,139.16,139.85,136.42,137.18,23574600
04-05-2022,143.4,143.59,140.94,141.06,19255560
04-04-2022,140.82,144.04,140.82,143.64,19084900
04-01-2022,140.01,140.95,138.8,140.7,23480020
03/31/2022,142.45,142.64,139.62,139.65,29516320
03/30/2022,142.87,143.48,142.17,142.64,21046380
03/29/2022,143.16,144.16,142.48,143.25,28678420
03/28/2022,140.68,141.98,139.83,141.95,23773080
03/25/2022,141.75,141.96,139.7,141.52,19289080
03/24/2022,139.27,141.4,138.04,141.31,20544720
03/23/2022,139.14,140.03,138.17,138.5,25302320
03/22/2022,136.5,141.5,136.5,140.28,29776860
03/21/2022,136.85,137.58,134.61,136.48,26632460
03/18/2022,133.88,136.91,132.93,136.8,45899700
03/17/2022,133.32,134.74,132.72,134.6,23994380
03/16/2022,131,133.77,129.2,133.69,32058200
03/15/2022,127.74,130.52,126.57,129.66,30292600
03/14/2022,130.57,131.03,126.41,126.74,30253860
03-11-2022,134,134.2,130.3,130.48,26599800
03-10-2022,131.46,133.54,131.4,132.68,24265200
03-09-2022,131.4,134.2,130.09,133.87,32257440
03-08-2022,126.25,131.25,125.86,127.28,35249560
03-07-2022,131.9,131.9,126.41,126.46,39177900
03-04-2022,133.38,134.2,130.41,132.12,24472240
03-03-2022,135.98,136.71,133.43,134.31,19779300
03-02-2022,134.61,135.62,133.43,134.75,23966740
03-01-2022,134.48,136.11,133.38,134.17,24639920
02/28/2022,133.28,135.64,132.83,134.89,29675680
02/25/2022,133.53,135.39,131.77,134.52,26235860
02/24/2022,125,133.04,124.76,132.67,43165080
02/23/2022,131.08,131.75,127.5,127.59,26431280
02/22/2022,129.99,131.9,127.74,129.4,38906580
02/18/2022,133.04,133.82,130.31,130.47,31858600
02/17/2022,136.15,136.84,132.2,132.31,30968120
02/16/2022,136.43,137.95,134.82,137.49,25609660
02/15/2022,137.47,137.9,135.54,136.43,26577560
02/14/2022,133.37,136.17,133.3,135.3,26792800
02-11-2022,138.75,139.28,133.29,134.13,38808800
02-10-2022,139.5,141.43,138.05,138.6,33017700
02-09-2022,140.85,142.18,140.38,141.45,28627160
02-08-2022,138.99,139.84,136.87,139.21,34255040
02-07-2022,143.71,143.85,138.7,138.94,44610740
02-04-2022,143.02,144.54,139.82,143.02,49224400
02-03-2022,145.3,149.12,142.21,142.65,56930140
02-02-2022,151.86,152.1,145.56,148.04,89750760
02-01-2022,137.84,138.2,134.57,137.88,51203200
01/31/2022,134.2,135.84,132.27,135.7,34055560
01/28/2022,130,133.37,128.69,133.29,30517560
01/27/2022,131.36,132.61,128.95,129.12,30285020
01/26/2022,130.59,132.81,127.15,129.24,39630880
01/25/2022,128.44,129.34,126.38,126.74,36008600
01/24/2022,126.03,130.78,124.64,130.37,55292040
01/21/2022,133.01,134.76,130,130.09,41919220
01/20/2022,136.51,137.91,133.14,133.51,21930560
01/19/2022,136.94,138.4,135.5,135.65,20795280
01/18/2022,136.6,137.39,135.62,136.29,27401960
01/14/2022,137.5,141.2,137.5,139.79,23825920
01/13/2022,141.84,143.19,138.91,139.13,26565080
01-12-2022,141.55,142.81,141.11,141.65,23641580
01-11-2022,138.18,140.33,136.81,140.02,23501240
01-10-2022,135.1,138.64,133.14,138.57,34095680
01-07-2022,137.91,138.25,135.79,137,19408240
01-06-2022,137.5,139.69,136.76,137.55,29049040
01-05-2022,144.18,144.3,137.52,137.65,49641520
01-04-2022,145.55,146.61,143.82,144.42,22927780
01-03-2022,144.48,145.55,143.5,145.07,25224500
12/29/2023,140.68,141.44,139.9,140.93,14880960
12/28/2023,141.85,142.27,140.83,141.28,12192550
12/27/2023,142.83,143.32,141.05,141.44,17288359
12/26/2023,142.98,143.95,142.5,142.82,11170070
12/22/2023,142.13,143.25,142.06,142.72,18513520
12/21/2023,140.77,142.03,140.47,141.8,18101480
12/20/2023,140.33,143.08,139.41,139.66,33507340
12/19/2023,138,138.77,137.45,138.1,20661000
12/18/2023,133.86,138.38,133.77,137.19,25699770
12/15/2023,132.92,134.83,132.63,133.84,58594000
12/14/2023,134.77,135.04,131.06,133.2,29619100
12/13/2023,134.55,134.78,132.95,133.97,25414461
12-12-2023,133.27,134.54,132.83,133.64,26583980
12-11-2023,133.82,134.79,132.89,134.7,24502859
12-08-2023,135.66,137.99,135.57,136.64,23016141
12-07-2023,136.6,140,136.23,138.45,38419434
12-06-2023,132.9,133.31,131.31,131.43,16360650
12-05-2023,130.37,133.54,129.73,132.39,19235150
12-04-2023,131.29,131.45,129.4,130.63,24117080
12-01-2023,133.32,133.5,132.15,133.32,24267990
11/30/2023,136.4,136.96,132.79,133.92,29913529
11/29/2023,138.99,139.67,136.3,136.4,21014721
11/28/2023,137.63,138.66,137.04,138.62,17046869
11/27/2023,137.57,139.63,137.54,138.05,17886391
11/24/2023,139.54,139.68,137.47,138.22,8828640
11/22/2023,139.1,141.1,139,140.02,17310211
11/21/2023,137.94,138.97,137.71,138.62,17648070
11/20/2023,135.5,138.43,135.49,137.92,19589010
11/17/2023,137.82,138,135.48,136.94,25590189
11/16/2023,136.96,138.88,136.08,138.7,17615070
11/15/2023,136.64,136.84,135.33,136.38,15840880
11/14/2023,135.65,137.24,135.1,135.43,22317350
11/13/2023,133.36,134.11,132.77,133.64,16409859
11-10-2023,131.53,134.27,130.87,134.06,20879840
11-09-2023,133.36,133.96,131.51,131.69,17976529
11-08-2023,132.36,133.54,132.16,133.26,15093600
11-07-2023,131.98,133.28,131.14,132.4,19223789
11-06-2023,130.22,131.56,129.93,131.45,15360360
11-03-2023,129.09,130.73,129.01,130.37,19529449
11-02-2023,129.56,130.09,128.11,128.58,24091670
11-01-2023,125.34,127.74,124.93,127.57,26536600
10/31/2023,126.27,126.56,123.93,125.3,21123420
10/30/2023,124.46,126.55,123.88,125.75,24165631
10/27/2023,124.03,124.44,121.46,123.4,37367672
10/26/2023,124.47,125.46,122.32,123.44,33907359
10/25/2023,129.77,130.1,126.09,126.67,58796070
10/24/2023,139.16,140.71,138.75,140.12,26535199
10/23/2023,136.23,139.02,135.11,137.9,20780670
10/20/2023,138.59,139.04,136.25,136.74,24970260
10/19/2023,139.8,141.01,138.6,138.98,21831180
10/18/2023,140.75,141.99,138.71,139.28,18304869
10/17/2023,140.03,141.25,138.53,140.99,17424020
10/16/2023,139.73,140.91,139.32,140.49,17345561
10/13/2023,140.65,141.34,137.97,138.58,19447570
10-12-2023,142.16,142.38,139.45,140.29,18173109
10-11-2023,139.85,142.22,139.84,141.7,20146340
10-10-2023,139.51,140.74,138.43,139.2,19554920
10-09-2023,137.99,139.97,136.7,139.5,16599100
10-06-2023,134.94,139.19,134.94,138.73,20826680
10-05-2023,136.13,136.5,134.46,135.99,15922940
10-04-2023,133.66,136.57,133.43,136.27,22847990
10-03-2023,134.93,135.24,132.82,133.3,19628740
10-02-2023,132.16,135.36,132.07,135.17,19210391
09/29/2023,134.08,134.89,131.32,131.85,23237340
09/28/2023,130.69,134.18,130.69,133.13,18201391
09/27/2023,129.44,131.72,129.38,131.46,18764199
09/26/2023,130.91,131.41,128.19,129.45,20378789
09/25/2023,130.77,132.22,130.03,132.17,14650030
09/22/2023,131.68,133.01,130.51,131.25,17355279
09/21/2023,132.39,133.19,131.09,131.36,22058381
09/20/2023,138.83,138.84,134.52,134.59,21473529
09/19/2023,138.25,139.18,137.5,138.83,15484640
09/18/2023,137.63,139.93,137.63,138.96,16233590
09/15/2023,138.8,139.36,137.18,138.3,48958840
09/14/2023,138.39,139.55,137.06,138.99,19064609
09/13/2023,135.9,137.7,134.93,137.5,16394920
09-12-2023,137.13,137.64,135.93,136.07,15212930
09-11-2023,137.38,138.26,136.55,137.74,17180760
09-08-2023,135.87,137.52,135.87,137.2,17820010
09-07-2023,134.6,136.58,133.96,136.2,16975961
09-06-2023,137.02,137.48,134.69,135.37,15814330
09-05-2023,136.44,137.37,135.56,136.71,17730221
09-01-2023,138.43,138.58,135.94,136.8,16671650
08/31/2023,137.05,138.4,136.82,137.35,28147850
08/30/2023,135.57,137.25,135.02,136.93,21773359
08/29/2023,133,137.3,132.98,135.49,30803270
08/28/2023,132.08,133.24,130.85,131.79,16715471
08/25/2023,130.14,131.4,128.04,130.69,20678100
08/24/2023,134.73,134.97,130.3,130.42,18680381
08/23/2023,130.85,134.07,130.51,133.21,26497029
08/22/2023,129.13,130.95,128.93,129.69,15569370
08/21/2023,127.85,129.26,127.16,128.93,21851070
08/18/2023,129.06,129.83,127,128.11,23627199
08/17/2023,130.45,132.49,129.85,130.46,23665561
08/16/2023,129.28,130.9,128.46,129.11,17548359
08/15/2023,131.59,131.99,129.82,130.27,14769170
08/14/2023,129.85,131.91,129.59,131.83,17526199
08-11-2023,129.2,130.44,128.75,130.17,15205470
08-10-2023,131.97,132.65,130.04,130.21,17855680
08-09-2023,132.19,132.47,129.51,130.15,17745221
08-08-2023,130.98,131.94,130.13,131.84,16835949
08-07-2023,129.51,132.06,129.43,131.94,17621039
08-04-2023,129.6,131.93,128.32,128.54,20521850
08-03-2023,128.37,129.77,127.78,128.77,15086130
08-02-2023,129.84,130.42,127.85,128.64,22705779
08-01-2023,130.86,132.92,130.75,131.89,22219010
07/31/2023,133.01,133.83,132.13,133.11,18381891
07/28/2023,130.97,134.07,130.92,133.01,26971010
07/27/2023,131.8,133.6,129.18,129.87,35931609
07/26/2023,130.36,131.37,128.71,129.66,46216898
07/25/2023,121.88,123.69,121.53,122.79,31820850
07/24/2023,121.93,123.35,121.38,121.88,22312221
07/21/2023,120.87,121.3,119.07,120.31,56514648
07/20/2023,122.12,124.7,118.69,119.53,27541711
07/19/2023,124.79,125.47,122.47,122.78,22313801
07/18/2023,124.91,124.99,123.3,124.08,21071250
07/17/2023,126.06,127.28,124.5,125.06,20675301
07/14/2023,125.13,127.09,124.9,125.7,20499779
07/13/2023,121.54,125.34,121.06,124.83,31535850
07-12-2023,119.3,120.96,119,119.62,22059609
07-11-2023,116.76,118.23,115.83,117.71,18286570
07-10-2023,119.07,119.07,116.64,116.87,32960078
07-07-2023,120.89,121.75,120.09,120.14,20997670
07-06-2023,120.64,121.15,119.25,120.93,17750180
07-05-2023,120.06,123.37,120.06,122.63,17830350
07-03-2023,120.32,121.02,119.71,120.56,13871720
06/30/2023,121.1,122.03,120.88,120.97,23871760
06/29/2023,120.09,120.91,119.21,120.01,18517461
06/28/2023,117.96,121.27,117.6,121.08,19753150
06/27/2023,117.84,119.9,116.91,119.01,27221711
06/26/2023,121.47,122.72,118.99,119.09,23184961
06/23/2023,122.04,123.44,121.86,123.02,29573119
06/22/2023,120.66,123.94,119.6,123.87,20781891
06/21/2023,123.24,123.41,120.86,121.26,22612000
06/20/2023,123.54,125.18,122.83,123.85,22698029
06/16/2023,126.7,126.7,123.79,124.06,56699199
06/15/2023,123.88,126.16,123.14,125.79,24517070
06/14/2023,123.8,124.79,122.16,124.38,24659619
06/13/2023,125.65,125.86,123.85,124.43,19287650
06-12-2023,123.4,124.75,122.35,124.35,22289631
06-09-2023,122.56,124.29,122.42,122.87,20313680
06-08-2023,122.59,123.73,122.01,122.67,24815000
06-07-2023,127.58,129.55,122.63,122.94,34179352
06-06-2023,126.6,128.88,125.97,127.91,19450131
06-05-2023,124.61,127.99,124.38,126.63,22672520
06-02-2023,124.49,126.75,124.35,125.23,19367449
06-01-2023,123.5,125.04,123.3,124.37,25017670
05/31/2023,123.7,124.9,123.1,123.37,41548762
05/30/2023,126.29,126.38,122.89,124.64,27230730
05/26/2023,124.07,126,123.29,125.43,25169039
05/25/2023,125.21,125.98,122.9,124.35,33812727
05/24/2023,121.88,122.75,120.75,121.64,23087930
05/23/2023,124.93,125.42,123.05,123.29,24477949
05/22/2023,123.51,127.05,123.45,125.87,29760240
05/19/2023,124.2,126.48,122.72,123.25,30268859
05/18/2023,121.56,123.9,121.49,123.52,27014471
05/17/2023,120.18,122.28,119.46,121.48,26659561
05/16/2023,116.83,121.2,116.83,120.09,32370109
05/15/2023,116.49,118.8,116.48,116.96,22107869
05-12-2023,117,118.26,116.55,117.92,31293779
05-11-2023,115.86,118.44,114.93,116.9,57115078
05-10-2023,108.55,113.51,108.48,112.28,47533461
05-09-2023,108.78,110.6,107.73,107.94,24782439
05-08-2023,105.8,108.42,105.79,108.24,17266020
05-05-2023,105.32,106.44,104.74,106.22,20710631
05-04-2023,106.16,106.3,104.7,105.21,19780641
05-03-2023,106.22,108.13,105.62,106.12,17116330
05-02-2023,107.66,107.73,104.5,105.98,20343119
05-01-2023,107.72,108.68,107.5,107.71,20926260
04/28/2023,107.8,108.29,106.04,108.22,23957869
04/27/2023,105.23,109.15,104.42,108.37,38235219
04/26/2023,105.56,107.02,103.27,104.45,37068168
04/25/2023,106.61,107.44,104.56,104.61,31408119
04/24/2023,106.05,107.32,105.36,106.78,21410910
04/21/2023,106.09,106.64,105.49,105.91,22379020
04/20/2023,104.65,106.89,104.64,105.9,22515330
04/19/2023,104.22,105.73,103.8,105.02,16732020
04/18/2023,107,107.05,104.78,105.12,17641369
04/17/2023,105.43,106.71,105.32,106.42,29043439
04/14/2023,107.69,109.58,107.59,109.46,20758689
04/13/2023,106.47,108.27,106.44,108.19,21650750
04-12-2023,107.39,107.59,104.97,105.22,22761570
04-11-2023,106.92,107.22,105.28,106.12,18721279
04-10-2023,107.39,107.97,105.6,106.95,19741520
04-06-2023,105.77,109.63,104.82,108.9,34684152
04-05-2023,106.12,106.54,104.1,104.95,21864199
04-04-2023,104.84,106.1,104.6,105.12,20377230
04-03-2023,102.67,104.95,102.38,104.91,20719859
03/31/2023,101.71,104.19,101.44,104,28107949
03/30/2023,101.44,101.61,100.29,101.32,25009830
03/29/2023,102.72,102.82,101.03,101.9,26148301
03/28/2023,103,103,100.28,101.36,24913480
03/27/2023,105.32,105.4,102.63,103.06,25393420
03/24/2023,105.74,106.16,104.74,106.06,25245010
03/23/2023,105.89,107.1,105.41,106.26,31385820
03/22/2023,105.14,107.51,104.21,104.22,32336881
03/21/2023,101.98,105.96,101.86,105.84,33122801
03/20/2023,101.06,102.58,100.79,101.93,26033920
03/17/2023,100.84,103.49,100.75,102.46,76140312
03/16/2023,96.57,101.97,95.87,101.07,54588199
03/15/2023,93.54,97.25,93.04,96.55,38367328
03/14/2023,93.07,94.83,92.78,94.25,32303881
03/13/2023,90.57,93.08,89.94,91.66,31508570
03-10-2023,92.5,93.18,90.8,91.01,32850090
03-09-2023,94.49,95.92,92.36,92.66,24438891
03-08-2023,94.41,96.24,94.41,94.65,25395199
03-07-2023,95.42,96.09,93.84,94.17,24101539
03-06-2023,94.36,96.3,94.3,95.58,28288211
03-03-2023,92.74,94.11,92.66,94.02,30242539
03-02-2023,89.86,92.48,89.77,92.31,23344561
03-01-2023,90.16,91.2,89.85,90.51,26323881
02/28/2023,89.54,91.45,89.52,90.3,30546910
02/27/2023,90.09,90.45,89.61,90.1,22724260
02/24/2023,89.63,90.13,88.86,89.35,31295619
02/23/2023,92.13,92.13,90.01,91.07,32423721
02/22/2023,91.93,92.36,90.87,91.8,29891141
02/21/2023,93.24,93.41,92,92.05,28367199
02/17/2023,95.07,95.75,93.45,94.59,31095070
02/16/2023,95.54,97.88,94.97,95.78,35642113
02/15/2023,94.74,97.34,94.36,97.1,37029887
02/14/2023,94.66,95.18,92.65,94.95,42513078
02/13/2023,95.01,95.35,94.05,95,43116559
02-10-2023,95.74,97.02,94.53,94.86,49325281
02-09-2023,100.54,100.61,93.86,95.46,97798570
02-08-2023,102.69,103.58,98.46,100,73546031
02-07-2023,103.63,108.67,103.55,108.04,33738832
02-06-2023,102.69,104.7,102.21,103.47,25573051
02-03-2023,103.51,108.02,103.3,105.22,36823422
02-02-2023,106.79,108.82,106.54,108.8,46622633
02-01-2023,99.74,102.19,98.42,101.43,26392570
01/31/2023,97.86,99.91,97.79,99.87,22306779
01/30/2023,98.75,99.41,97.52,97.95,24365141
01/27/2023,99.05,101.58,98.97,100.71,29020350
01/26/2023,98.28,99.21,96.82,99.16,24542061
01/25/2023,97.2,97.72,95.26,96.73,31000850
01/24/2023,99.55,101.09,98.7,99.21,27391369
01/23/2023,99.13,101.4,98.75,101.21,31791779
01/20/2023,95.95,99.42,95.91,99.28,53704762
01/19/2023,91.39,94.4,91.38,93.91,28707650
01/18/2023,92.94,93.59,91.4,91.78,19641619
01/17/2023,92.78,92.97,90.84,92.16,22935820
01/13/2023,91.53,92.98,90.93,92.8,18630711
01-12-2023,92.4,92.62,90.57,91.91,22754221
01-11-2023,90.06,92.45,89.74,92.26,25998840
01-10-2023,86.72,89.48,86.7,89.24,22855590
01-09-2023,89.2,90.83,88.58,88.8,22996680
01-06-2023,87.36,88.47,85.57,88.16,26612631
01-05-2023,88.07,88.21,86.56,86.77,23136080
01-04-2023,91.01,91.24,87.8,88.71,27046480
01-03-2023,89.83,91.55,89.02,89.7,20738461
